Gene_ID	Harringtonine_Control_rep1	Harringtonine_Control_rep2	Harringtonine_Control_rep3	Harringtonine_Treated_rep1	Harringtonine_Treated_rep2	Harringtonine_Treated_rep3
ENSG00000040633.13	1144	1158	1072	1016	832	1078
ENSG00000040731.10	0	0	0	0	0	0
ENSG00000040933.16	810	1117	1017	1410	897	1277
ENSG00000041353.10	198	245	271	171	172	214
ENSG00000041357.16	7357	8701	8512	5513	5857	7125
ENSG00000041515.16	25	27	18	18	21	25
ENSG00000041802.11	2603	3035	3080	2467	2219	2772
ENSG00000041880.15	93	113	88	87	81	123
ENSG00000041982.17	0	0	1	0	0	0
ENSG00000041988.16	18	24	20	19	19	21
ENSG00000042062.13	85	122	95	145	77	94
ENSG00000042088.14	857	985	882	686	666	948
ENSG00000042286.15	1262	1319	1550	820	798	915
ENSG00000042317.17	39	52	59	49	40	63
ENSG00000042429.12	2	7	3	9	5	0
ENSG00000042445.14	414	445	480	405	387	436
ENSG00000042493.16	44	39	76	31	28	45
ENSG00000042753.12	672	798	797	318	365	363
ENSG00000042781.14	0	0	1	0	0	0
ENSG00000042813.8	0	0	0	0	0	0
ENSG00000042832.12	0	2	2	0	0	4
ENSG00000042980.14	0	0	0	0	0	0
ENSG00000043039.7	12	22	16	14	5	23
ENSG00000043093.15	343	342	426	340	344	441
ENSG00000043143.22	1310	1971	1643	1632	1166	1566
ENSG00000043355.12	15	26	27	29	18	27
ENSG00000043462.13	0	0	1	0	0	0
ENSG00000043514.17	162	205	163	183	139	200
ENSG00000043591.6	5	7	5	3	3	9
ENSG00000044012.4	0	0	0	0	0	0
ENSG00000044090.13	1268	1680	1350	1280	1016	1234
ENSG00000044115.21	10741	10842	10806	7797	7800	10100
ENSG00000044446.12	566	698	740	877	677	948
ENSG00000044459.15	0	1	1	3	1	0
ENSG00000044524.11	0	0	0	0	0	0
ENSG00000044574.9	3603	3515	3642	2628	2761	3619
ENSG00000046604.14	1294	1425	1370	1133	1166	1607
ENSG00000046647.14	168	156	176	126	126	159
ENSG00000046651.16	921	1072	975	1192	874	1205
ENSG00000046653.15	2	5	3	1	1	1
ENSG00000046774.10	1	0	1	1	2	0
ENSG00000046889.19	0	0	0	0	0	0
ENSG00000047056.18	390	584	557	570	392	538
ENSG00000047188.16	833	865	956	1222	1038	1334
ENSG00000047230.15	1327	1407	1460	1321	1092	1518
ENSG00000047249.18	1259	1410	1317	1025	1000	1328
ENSG00000047315.17	4768	5187	5246	4430	4303	5681
ENSG00000047346.13	364	527	458	603	481	703
ENSG00000047365.13	371	387	424	425	322	468
ENSG00000047410.14	16706	17148	15938	17676	15223	20505
ENSG00000047457.14	3	2	3	1	1	7
ENSG00000047578.14	1130	1439	1361	1523	1156	1423
ENSG00000047579.20	400	400	481	309	243	317
ENSG00000047597.7	5	12	18	10	8	15
ENSG00000047617.17	2	2	9	4	1	8
ENSG00000047621.12	342	346	360	402	361	468
ENSG00000047634.15	78	132	147	160	131	145
ENSG00000047644.20	2041	2817	2593	2750	1914	2582
ENSG00000047648.23	0	1	0	0	0	1
ENSG00000047662.5	9	8	9	9	1	6
ENSG00000047849.22	1528	1933	1724	1456	1301	1765
ENSG00000047932.14	201	232	222	191	196	227
ENSG00000047936.11	0	0	0	0	0	0
ENSG00000048028.12	498	521	488	543	376	544
ENSG00000048052.24	3	4	8	1	4	3
ENSG00000048140.18	221	320	335	316	220	309
ENSG00000048162.22	2540	3081	2799	1714	1656	1959
ENSG00000048342.18	281	326	280	285	231	263
ENSG00000048392.13	563	565	589	400	475	578
ENSG00000048405.11	185	204	161	200	170	255
ENSG00000048462.11	0	0	0	0	0	0
ENSG00000048471.14	394	458	437	375	286	422
ENSG00000048540.16	0	0	0	0	0	0
ENSG00000048544.6	65	57	92	27	52	57
ENSG00000048545.18	0	0	0	0	0	0
ENSG00000048649.14	3696	4200	3845	3423	2926	3933
ENSG00000048707.15	2843	3616	3392	3781	2981	3974
ENSG00000048740.19	0	0	0	0	0	0
ENSG00000048828.18	4692	6408	6036	4782	3745	5372
ENSG00000048991.17	884	1109	1032	1145	833	1102
ENSG00000049089.15	16	30	18	16	24	21
ENSG00000049130.16	52	46	46	44	43	61
ENSG00000049167.16	341	345	361	339	305	381
ENSG00000049192.15	1	3	2	3	0	0
ENSG00000049239.13	59	113	112	112	99	142
ENSG00000049245.13	1180	1168	1162	596	612	689
ENSG00000049246.15	832	1014	1038	1064	711	996
ENSG00000049247.14	0	0	0	0	0	0
ENSG00000049249.10	0	0	0	0	0	0
ENSG00000049283.19	942	1120	1033	877	743	1014
ENSG00000049323.16	659	842	784	569	500	721
ENSG00000049449.10	114	66	82	53	63	61
ENSG00000049540.19	0	0	0	0	0	1
ENSG00000049541.11	577	641	651	489	418	569
ENSG00000049618.25	1231	1866	1640	1197	1031	1352
ENSG00000049656.14	559	633	609	617	494	599
ENSG00000049759.20	228	240	234	226	208	265
ENSG00000049768.18	11	14	9	14	10	2
ENSG00000049769.14	139	151	151	163	111	150
ENSG00000049860.14	1496	1704	1624	1226	1203	1842
ENSG00000049883.15	233	235	241	257	261	299
ENSG00000050030.16	81	85	106	77	60	61
ENSG00000050130.18	255	337	305	239	245	340
ENSG00000050165.19	0	0	0	0	0	0
ENSG00000050327.15	266	326	346	312	241	313
ENSG00000050344.9	69	86	89	56	42	63
ENSG00000050393.12	219	327	304	305	292	357
ENSG00000050405.14	1715	1842	1753	1262	1272	1797
ENSG00000050426.16	279	348	393	371	296	414
ENSG00000050438.17	559	592	625	762	599	794
ENSG00000050555.19	13	15	21	19	19	21
ENSG00000050628.21	6	4	5	4	4	0
ENSG00000050730.16	0	0	0	0	0	0
ENSG00000050748.18	2278	2566	2393	2591	2046	2591
ENSG00000050767.18	2	7	7	7	2	7
ENSG00000050820.17	632	962	905	715	530	783
ENSG00000051009.11	136	218	188	261	177	256
ENSG00000051108.15	167	166	242	164	171	195
ENSG00000051128.19	65	81	68	52	36	73
ENSG00000051180.17	419	502	478	289	309	414
ENSG00000051341.15	3280	3574	3537	4862	3704	4698
ENSG00000051382.9	1106	1140	1100	1252	1064	1400
ENSG00000051523.12	738	758	873	461	412	439
ENSG00000051596.10	13	15	20	6	21	10
ENSG00000051620.11	107	96	132	136	108	134
ENSG00000051825.15	1408	1504	1411	1969	1467	2115
ENSG00000052126.16	445	556	589	567	457	562
ENSG00000052344.16	221	217	253	159	129	196
ENSG00000052723.12	1869	1774	1784	1499	1455	1856
ENSG00000052749.14	2888	3249	2900	2145	1866	2407
ENSG00000052795.13	130	174	162	113	129	154
ENSG00000052802.13	237	271	293	315	390	494
ENSG00000052841.16	843	871	837	954	778	1067
ENSG00000052850.8	0	0	0	0	0	0
ENSG00000053108.17	2	8	3	5	4	7
ENSG00000053254.16	146	219	172	186	163	193
ENSG00000053328.9	0	0	0	0	0	0
ENSG00000053371.13	220	256	247	193	190	187
ENSG00000053372.5	1124	1174	1152	719	777	836
ENSG00000053438.11	0	0	0	0	0	0
ENSG00000053501.14	246	255	203	172	127	170
ENSG00000053524.13	81	94	98	98	84	78
ENSG00000053702.15	0	0	0	0	0	0
ENSG00000053747.17	98	167	140	212	164	222
ENSG00000053770.12	136	178	199	255	206	259
ENSG00000053900.11	1090	1167	1177	1065	1009	1434
ENSG00000053918.18	6	11	6	13	5	8
ENSG00000054116.12	338	366	364	223	256	320
ENSG00000054118.15	12112	16786	14449	9765	8093	10944
ENSG00000054148.18	503	535	525	284	258	250
ENSG00000054179.12	117	113	114	119	68	91
ENSG00000054219.11	0	0	0	0	0	0
ENSG00000054267.22	2566	2801	2637	2761	2192	2988
ENSG00000054277.14	3	8	7	7	4	8
ENSG00000054282.16	62	64	45	87	62	89
ENSG00000054356.14	1	0	1	0	0	0
ENSG00000054392.13	23	21	29	34	25	30
ENSG00000054523.20	2281	2645	2460	2360	1976	2469
ENSG00000054598.9	37	51	64	37	27	32
ENSG00000054611.14	75	108	113	87	64	96
ENSG00000054654.20	9213	11590	9750	12677	9980	13902
ENSG00000054690.14	1526	1833	1676	2441	1573	2142
ENSG00000054793.14	3462	4689	4392	4222	3181	4314
ENSG00000054796.13	1	0	0	0	4	2
ENSG00000054803.4	0	0	0	0	0	0
ENSG00000054938.17	0	0	0	0	0	0
ENSG00000054965.11	3	5	12	7	3	7
ENSG00000054967.13	89	118	97	118	68	109
ENSG00000054983.17	754	770	745	554	561	708
ENSG00000055044.11	3544	3895	3784	3538	3100	4075
ENSG00000055070.17	700	799	787	557	484	685
ENSG00000055118.17	31	40	43	40	31	43
ENSG00000055130.18	2427	2534	2491	2250	2092	2563
ENSG00000055147.19	348	401	349	377	302	386
ENSG00000055163.21	573	723	720	595	426	596
ENSG00000055208.20	625	776	714	675	418	656
ENSG00000055211.14	313	422	376	414	387	518
ENSG00000055332.19	1424	1504	1404	1073	1014	1505
ENSG00000055483.20	1132	1607	1446	1387	1000	1366
ENSG00000055609.21	9601	11863	10504	11612	9400	11677
ENSG00000055732.13	21	26	37	42	31	55
ENSG00000055813.6	2	2	0	1	0	2
ENSG00000055917.17	1890	2076	1976	1677	1469	2006
ENSG00000055950.17	395	349	365	225	230	240
ENSG00000055955.17	1	4	1	5	4	4
ENSG00000055957.11	0	0	0	2	0	0
ENSG00000056050.7	317	348	391	258	249	347
ENSG00000056097.16	6175	6888	6030	5687	5130	7152
ENSG00000056277.16	206	263	218	255	193	279
ENSG00000056291.19	0	0	0	0	0	0
ENSG00000056487.16	2	1	4	4	3	1
ENSG00000056558.11	17	12	17	26	27	27
ENSG00000056586.16	1563	1862	1645	1786	1328	1761
ENSG00000056736.10	86	69	71	88	58	83
ENSG00000056972.21	219	231	271	210	161	242
ENSG00000056998.20	63	97	81	59	37	56
ENSG00000057019.16	692	683	666	583	516	706
ENSG00000057149.16	0	0	0	0	0	0
ENSG00000057252.13	362	410	452	329	359	469
ENSG00000057294.17	374	479	451	283	237	303
ENSG00000057468.7	1	0	0	0	1	0
ENSG00000057593.14	13	12	16	20	7	18
ENSG00000057608.17	6938	7707	7315	5553	5912	7666
ENSG00000057657.17	0	0	0	0	0	0
ENSG00000057663.16	222	260	230	267	264	313
ENSG00000057704.13	4	12	12	6	5	13
ENSG00000057757.10	243	264	241	182	158	233
ENSG00000057935.14	637	794	814	562	571	698
ENSG00000058056.10	1348	1611	1523	1299	1212	1601
ENSG00000058063.16	1285	1390	1323	1103	1027	1283
ENSG00000058085.15	42	48	46	36	28	48
ENSG00000058091.17	1	2	0	0	0	0
ENSG00000058262.11	5314	6353	5756	3077	3077	3950
ENSG00000058272.19	3963	4167	3868	3919	3370	4582
ENSG00000058335.16	0	3	1	0	0	0
ENSG00000058404.21	24	42	39	91	44	55
ENSG00000058453.17	289	370	411	467	315	441
ENSG00000058600.16	1175	1386	1370	1474	1147	1476
ENSG00000058668.16	192	258	285	308	239	281
ENSG00000058673.17	4416	4816	4576	5342	4421	5693
ENSG00000058729.11	992	1246	1122	890	833	1160
ENSG00000058799.15	243	312	295	247	255	258
ENSG00000058804.12	284	373	344	226	233	318
ENSG00000058866.15	4	3	6	1	3	0
ENSG00000059122.17	442	540	497	692	511	657
ENSG00000059145.19	449	644	490	731	415	616
ENSG00000059377.18	0	1	0	0	4	0
ENSG00000059378.13	116	182	183	150	113	193
ENSG00000059573.9	2607	3105	2881	1946	1811	2289
ENSG00000059588.10	798	922	894	1356	1084	1447
ENSG00000059691.12	454	545	501	292	284	397
ENSG00000059728.11	138	128	168	156	114	133
ENSG00000059758.8	435	477	444	494	381	547
ENSG00000059769.20	484	555	482	595	468	714
ENSG00000059804.16	0	0	2	0	1	1
ENSG00000059915.17	31	59	65	79	38	91
ENSG00000060069.18	56	61	52	52	50	54
ENSG00000060138.13	2823	2888	2918	2100	1836	2225
ENSG00000060140.9	47	50	59	71	52	81
ENSG00000060237.19	4635	5542	5403	4731	3655	4869
ENSG00000060339.14	4310	5208	4629	4756	4066	5605
ENSG00000060491.17	2147	2831	2557	1977	1693	2102
ENSG00000060558.4	14	7	17	7	9	12
ENSG00000060566.14	0	0	0	0	0	1
ENSG00000060642.12	22	30	43	23	27	38
ENSG00000060656.20	366	502	471	464	368	501
ENSG00000060688.13	496	493	533	518	534	711
ENSG00000060709.16	0	2	3	0	2	0
ENSG00000060718.22	0	0	0	0	0	0
ENSG00000060749.16	1839	2273	2052	2161	1721	2266
ENSG00000060762.19	147	203	207	52	79	102
ENSG00000060971.19	594	544	689	455	373	553
ENSG00000060982.15	1	3	1	1	3	3
ENSG00000061273.18	267	490	406	367	241	367
ENSG00000061337.15	0	1	0	0	0	4
ENSG00000061455.11	13	35	24	20	15	22
ENSG00000061492.12	0	0	0	0	0	0
ENSG00000061656.11	7	7	1	7	7	9
ENSG00000061676.16	4675	5709	5217	4728	4432	5900
ENSG00000061794.13	1708	1833	1647	1462	1530	1911
ENSG00000061918.14	0	0	0	0	0	0
ENSG00000061936.10	1524	1769	1682	1616	1176	1584
ENSG00000061938.21	1265	1662	1635	1811	1320	1747
ENSG00000061987.16	2988	3333	3391	4335	3624	4830
ENSG00000062038.15	1065	1254	1233	868	932	1150
ENSG00000062096.15	0	0	0	0	0	1
ENSG00000062194.16	883	1127	977	980	838	1046
ENSG00000062282.15	21	26	35	14	16	26
ENSG00000062370.17	36	30	18	38	15	30
ENSG00000062485.19	1171	1067	1079	967	933	1127
ENSG00000062524.16	0	3	2	1	0	0
ENSG00000062582.14	142	220	201	131	98	160
ENSG00000062598.18	444	561	584	549	382	514
ENSG00000062650.20	3293	3618	3585	2983	2572	3310
ENSG00000062716.13	5052	6171	6013	5031	4901	6290
ENSG00000062725.10	6069	6209	6288	6675	6349	7798
ENSG00000062822.16	802	1003	958	821	615	908
ENSG00000063015.21	0	0	0	0	0	0
ENSG00000063046.18	3224	2979	3201	3056	2767	3284
ENSG00000063127.16	12	35	18	47	25	46
ENSG00000063169.12	182	267	231	236	153	212
ENSG00000063176.16	46	78	84	67	62	58
ENSG00000063177.13	2633	2437	2721	1205	1522	1532
ENSG00000063180.9	10	8	11	5	5	13
ENSG00000063241.8	95	123	113	76	64	82
ENSG00000063244.14	3450	3791	3606	2318	2177	2827
ENSG00000063245.15	1949	2780	2591	2137	1520	1997
ENSG00000063322.15	76	104	104	87	72	106
ENSG00000063438.20	88	120	94	131	101	115
ENSG00000063515.3	0	2	1	0	0	0
ENSG00000063587.15	117	168	133	159	106	148
ENSG00000063601.17	777	952	908	822	753	939
ENSG00000063660.9	107	127	118	110	87	115
ENSG00000063761.16	229	339	253	243	225	277
ENSG00000063854.13	504	601	570	332	360	464
ENSG00000063978.17	968	827	825	628	427	502
ENSG00000064012.24	325	397	349	309	301	395
ENSG00000064042.18	205	253	175	177	165	254
ENSG00000064102.15	2327	2605	2432	2001	1856	2498
ENSG00000064115.11	991	1310	1289	1178	964	1335
ENSG00000064195.7	40	53	70	40	35	52
ENSG00000064199.7	56	70	61	45	43	36
ENSG00000064201.16	1	0	0	0	0	0
ENSG00000064205.11	12	19	9	13	16	11
ENSG00000064218.5	0	0	0	0	0	0
ENSG00000064225.13	0	0	0	0	0	0
ENSG00000064270.13	952	1064	1019	1044	827	1158
ENSG00000064300.9	2	5	1	0	1	1
ENSG00000064309.16	95	97	101	141	127	203
ENSG00000064313.13	1175	1463	1474	1507	1242	1716
ENSG00000064393.16	1599	2361	1829	1713	1099	1509
ENSG00000064419.14	1884	2222	2158	1877	1540	2028
ENSG00000064489.23	0	0	0	0	0	0
ENSG00000064490.14	146	177	199	139	115	152
ENSG00000064545.15	296	301	329	232	199	307
ENSG00000064547.14	21	56	53	34	40	35
ENSG00000064601.21	357	385	464	377	307	454
ENSG00000064607.17	1788	2259	2253	2740	2120	2669
ENSG00000064651.14	3546	3608	3635	3650	3307	4882
ENSG00000064652.11	74	135	96	78	97	116
ENSG00000064655.19	83	93	75	55	45	80
ENSG00000064666.15	281	321	302	164	182	227
ENSG00000064687.13	279	378	389	528	426	549
ENSG00000064692.20	32	33	24	24	22	24
ENSG00000064703.13	1552	1590	1622	1357	1240	1730
ENSG00000064726.10	240	321	331	263	288	375
ENSG00000064763.12	2	5	1	7	2	15
ENSG00000064787.14	2388	2765	2815	2719	2228	2902
ENSG00000064835.12	0	0	0	0	0	0
ENSG00000064886.14	0	0	0	0	0	0
ENSG00000064932.16	408	517	498	647	411	519
ENSG00000064933.19	375	447	391	517	412	593
ENSG00000064961.19	1824	2372	2201	1951	1582	2050
ENSG00000064989.13	0	0	0	0	0	0
ENSG00000064995.19	887	1045	985	673	625	746
ENSG00000064999.16	529	822	746	721	603	683
ENSG00000065000.20	3837	5123	4445	3514	2571	3490
ENSG00000065029.15	176	219	250	317	212	290
ENSG00000065054.14	1026	1254	1186	677	692	888
ENSG00000065057.9	292	348	314	173	204	235
ENSG00000065060.18	1066	1361	1341	1212	1077	1401
ENSG00000065135.12	1953	2334	2411	1386	1599	1950
ENSG00000065150.21	3662	3930	3897	3064	2937	3862
ENSG00000065154.12	1347	1467	1408	1037	1003	1166
ENSG00000065183.16	3558	3922	3779	2802	2638	3660
ENSG00000065243.20	1687	1676	1749	1891	1608	2044
ENSG00000065268.11	198	239	276	138	155	183
ENSG00000065308.5	149	214	200	157	131	152
ENSG00000065320.9	26	42	31	29	21	33
ENSG00000065325.13	0	0	0	0	0	0
ENSG00000065328.17	4027	4488	4208	3377	2905	3745
ENSG00000065357.20	139	173	132	171	155	190
ENSG00000065361.17	2428	3058	2755	2447	2162	2798
ENSG00000065371.18	0	0	0	0	0	0
ENSG00000065413.20	72	84	73	88	69	91
ENSG00000065427.15	5186	5667	5454	2981	2932	3807
ENSG00000065457.11	991	1358	1208	1251	1149	1275
ENSG00000065485.20	486	535	510	552	419	524
ENSG00000065491.8	514	596	528	410	369	477
ENSG00000065518.8	253	269	311	151	184	180
ENSG00000065526.13	4829	6861	5661	5467	3887	5387
ENSG00000065534.20	65	90	82	98	66	80
ENSG00000065548.18	10426	10686	10331	9039	8763	11234
ENSG00000065559.15	148	126	177	141	122	164
ENSG00000065600.13	119	110	130	98	83	121
ENSG00000065609.15	2	1	2	0	1	1
ENSG00000065613.15	3644	4458	4125	3669	3140	3974
ENSG00000065615.14	193	217	208	171	182	235
ENSG00000065618.21	8	11	8	23	9	17
ENSG00000065621.15	240	224	237	147	169	192
ENSG00000065665.21	135	150	169	160	132	177
ENSG00000065675.16	0	0	0	0	0	0
ENSG00000065717.15	343	543	495	478	298	478
ENSG00000065802.12	103	146	154	139	99	114
ENSG00000065809.14	174	229	178	143	133	151
ENSG00000065833.9	2403	2786	2752	1849	1983	2432
ENSG00000065882.18	365	557	527	449	354	513
ENSG00000065883.18	1002	1273	1197	1172	880	1193
ENSG00000065911.13	3178	3297	3142	2182	2174	2726
ENSG00000065923.10	1322	1506	1340	1475	1062	1557
ENSG00000065970.9	151	238	204	188	118	192
ENSG00000065978.19	3472	2120	2586	2768	2477	2742
ENSG00000065989.16	384	533	458	451	332	381
ENSG00000066027.12	300	325	303	278	305	402
ENSG00000066032.19	1	0	0	0	1	0
ENSG00000066044.15	1120	1294	1345	644	610	740
ENSG00000066056.14	0	0	0	0	0	0
ENSG00000066084.13	3225	3408	3505	3147	2840	3631
ENSG00000066117.15	713	699	704	736	614	775
ENSG00000066135.13	841	1054	933	986	772	1091
ENSG00000066136.21	267	325	327	217	216	212
ENSG00000066185.13	0	0	0	0	0	0
ENSG00000066230.12	1	4	5	5	6	3
ENSG00000066248.15	93	89	85	65	47	89
ENSG00000066279.19	3989	5397	4867	5815	4509	6437
ENSG00000066294.15	0	0	0	0	0	0
ENSG00000066322.15	226	240	286	128	137	123
ENSG00000066336.12	0	2	3	1	0	0
ENSG00000066379.15	113	89	97	40	55	78
ENSG00000066382.17	103	129	115	94	85	88
ENSG00000066405.13	0	0	0	0	0	0
ENSG00000066422.7	1761	2062	1885	1998	1779	2324
ENSG00000066427.25	1154	1133	1135	887	904	1133
ENSG00000066455.13	1509	1863	1666	1340	1152	1542
ENSG00000066468.24	246	291	261	258	245	305
ENSG00000066557.6	197	241	220	162	167	212
ENSG00000066583.12	1637	1715	1720	1077	1154	1328
ENSG00000066629.19	258	318	310	252	251	310
ENSG00000066651.20	336	383	316	406	299	499
ENSG00000066654.14	569	681	669	542	551	684
ENSG00000066697.15	476	631	609	468	387	487
ENSG00000066735.16	1295	2136	1795	1460	1104	1556
ENSG00000066739.12	1955	2195	2046	2183	1799	2558
ENSG00000066777.9	1725	1847	1783	2514	2098	2653
ENSG00000066813.14	0	0	0	0	0	0
ENSG00000066827.16	273	325	340	304	194	286
ENSG00000066855.16	797	846	890	647	602	828
ENSG00000066923.18	3	4	3	3	8	5
ENSG00000066926.13	977	1246	1200	675	685	880
ENSG00000066933.16	3925	4770	4340	4418	3627	4804
ENSG00000067048.17	0	2	2	0	0	1
ENSG00000067057.19	5291	6118	5957	4655	3920	5339
ENSG00000067064.13	955	1350	1158	1009	1197	1304
ENSG00000067066.17	121	189	149	104	113	124
ENSG00000067082.15	352	398	420	341	291	399
ENSG00000067113.17	83	96	60	71	62	98
ENSG00000067141.17	808	1019	1069	921	861	1145
ENSG00000067167.8	194	219	243	179	210	263
ENSG00000067177.15	525	673	722	654	516	639
ENSG00000067182.9	655	868	813	607	484	704
ENSG00000067191.17	306	388	389	557	400	436
ENSG00000067208.16	274	296	247	236	193	282
ENSG00000067221.14	110	114	103	105	64	86
ENSG00000067225.21	57706	55879	57064	31515	36312	41606
ENSG00000067248.11	1453	1675	1625	1566	1505	1964
ENSG00000067334.14	2059	2141	2005	1628	1380	2029
ENSG00000067365.15	145	210	182	195	145	220
ENSG00000067369.14	2016	2336	2133	2354	1914	2580
ENSG00000067445.22	0	0	0	0	0	0
ENSG00000067533.6	1944	2207	2123	1324	1446	1804
ENSG00000067560.14	2121	2129	2382	1333	1637	1914
ENSG00000067596.12	1214	1401	1453	1266	1111	1418
ENSG00000067606.17	363	443	391	447	254	345
ENSG00000067646.12	0	0	0	0	0	0
ENSG00000067704.10	3879	4651	4347	3527	3177	4475
ENSG00000067715.15	171	176	172	128	110	173
ENSG00000067798.16	0	0	0	0	0	1
ENSG00000067829.20	948	967	980	650	679	729
ENSG00000067836.13	83	90	121	68	68	83
ENSG00000067840.13	275	438	355	342	238	316
ENSG00000067842.19	0	1	3	0	0	0
ENSG00000067900.8	6557	6875	6412	5882	4606	5853
ENSG00000067955.15	793	907	947	683	599	759
ENSG00000067992.17	706	709	700	532	526	716
ENSG00000068001.14	223	297	313	205	175	278
ENSG00000068024.18	87	82	94	77	63	72
ENSG00000068028.18	107	123	135	102	99	93
ENSG00000068078.20	313	409	435	426	254	341
ENSG00000068079.8	62	80	74	37	41	65
ENSG00000068097.16	4488	5453	5015	4650	3979	5423
ENSG00000068120.15	194	261	258	225	173	243
ENSG00000068137.15	259	362	354	318	250	326
ENSG00000068305.19	106	207	209	157	128	186
ENSG00000068308.15	235	292	253	255	190	286
ENSG00000068323.17	156	249	251	247	162	249
ENSG00000068354.16	139	167	154	162	141	169
ENSG00000068366.21	55	59	73	47	44	62
ENSG00000068383.19	190	247	301	212	189	180
ENSG00000068394.11	615	618	594	426	419	510
ENSG00000068400.14	1576	1954	1725	2106	1657	2109
ENSG00000068438.15	153	180	168	136	110	147
ENSG00000068489.13	278	424	422	427	367	558
ENSG00000068615.20	20	34	38	19	16	39
ENSG00000068650.19	888	1208	1071	1391	970	1420
ENSG00000068654.17	3468	4565	4112	3862	2905	4089
ENSG00000068697.7	620	769	743	558	594	674
ENSG00000068724.18	563	1002	804	654	535	711
ENSG00000068745.15	420	584	590	653	497	664
ENSG00000068781.21	0	0	0	0	0	0
ENSG00000068784.13	1476	1641	1625	1261	1270	1731
ENSG00000068796.19	1670	1879	1784	1698	1624	2128
ENSG00000068831.19	3	12	3	1	4	10
ENSG00000068878.15	3080	3828	3713	3875	3184	4287
ENSG00000068885.15	517	529	529	641	497	743
ENSG00000068903.21	201	273	229	243	170	230
ENSG00000068912.15	587	687	620	532	442	650
ENSG00000068971.14	58	76	70	57	58	79
ENSG00000068976.14	15	15	15	26	23	20
ENSG00000068985.5	0	3	4	1	0	1
ENSG00000069011.16	57	88	49	47	32	26
ENSG00000069018.19	0	0	0	0	0	0
ENSG00000069020.19	1033	1430	1259	1181	863	1187
ENSG00000069122.19	0	0	0	0	0	0
ENSG00000069188.17	7	16	25	5	2	9
ENSG00000069206.15	0	0	0	0	0	0
ENSG00000069248.12	1666	1713	1662	1502	1448	2018
ENSG00000069275.13	18249	20503	19107	14548	14131	18382
ENSG00000069329.18	1044	1099	1046	784	909	1253
ENSG00000069345.12	4563	4118	4203	3281	3594	4527
ENSG00000069399.15	15	46	40	19	24	31
ENSG00000069424.16	24	38	26	36	22	29
ENSG00000069431.14	0	0	0	2	0	0
ENSG00000069482.7	10	9	9	6	7	7
ENSG00000069493.15	104	119	112	208	151	176
ENSG00000069509.6	316	349	371	215	252	320
ENSG00000069535.14	1	0	1	0	0	0
ENSG00000069667.16	15	16	7	19	10	13
ENSG00000069696.7	0	0	0	0	0	1
ENSG00000069702.11	16	18	32	18	12	16
ENSG00000069764.10	1	0	5	0	0	0
ENSG00000069812.11	0	0	1	0	5	0
ENSG00000069849.11	460	536	472	419	444	504
ENSG00000069869.17	1481	1536	1594	1425	1310	1832
ENSG00000069943.10	198	212	196	219	187	236
ENSG00000069956.14	1506	1678	1503	1438	1377	1823
ENSG00000069966.19	1096	946	984	697	602	739
ENSG00000069974.17	257	314	325	178	197	221
ENSG00000069998.12	385	529	526	433	340	442
ENSG00000070010.19	2094	2375	2200	1368	1376	1666
ENSG00000070018.9	940	1095	1067	1134	1022	1233
ENSG00000070019.5	1	0	0	0	0	0
ENSG00000070031.4	0	0	0	0	0	0
ENSG00000070047.13	456	538	481	422	273	404
ENSG00000070061.16	2112	2354	2329	2290	1969	2547
ENSG00000070081.18	3027	3488	2992	2883	3073	4079
ENSG00000070087.15	3598	3477	3647	1733	1955	2270
ENSG00000070159.14	438	545	481	535	447	600
ENSG00000070182.21	24	41	28	38	23	35
ENSG00000070190.13	0	0	0	1	0	0
ENSG00000070193.5	0	0	0	0	0	0
ENSG00000070214.17	600	684	644	477	504	696
ENSG00000070269.14	260	359	333	349	238	382
ENSG00000070366.14	1393	1877	1746	1724	1401	1867
ENSG00000070367.16	820	808	780	773	738	919
ENSG00000070371.16	436	604	542	687	494	614
ENSG00000070388.12	0	0	0	1	0	0
