Gene_ID	MetStarve16h_Control_rep1	MetStarve16h_Control_rep2	MetStarve16h_Control_rep3	MetStarve16h_Starvation_rep1	MetStarve16h_Starvation_rep2	MetStarve16h_Starvation_rep3
ENSG00000252148.1	0	0	0	0	0	0
ENSG00000252149.1	0	0	0	0	0	0
ENSG00000252151.1	0	0	0	0	0	0
ENSG00000252153.1	0	0	0	0	0	0
ENSG00000252155.1	0	0	0	0	0	0
ENSG00000252156.1	0	0	0	0	0	0
ENSG00000252157.1	0	0	0	0	0	0
ENSG00000252158.1	0	0	0	0	0	0
ENSG00000252161.1	0	0	0	0	0	0
ENSG00000252162.1	0	0	0	0	0	0
ENSG00000252163.1	0	0	0	0	0	0
ENSG00000252164.1	0	0	0	0	0	0
ENSG00000252166.1	0	0	0	0	0	0
ENSG00000252167.1	0	0	0	0	0	0
ENSG00000252169.1	0	0	0	0	0	0
ENSG00000252170.2	0	0	0	0	0	0
ENSG00000252171.1	0	0	0	0	0	0
ENSG00000252172.1	0	0	0	0	0	0
ENSG00000252173.1	0	0	0	0	0	0
ENSG00000252174.1	0	0	0	0	0	0
ENSG00000252178.1	0	0	0	0	0	0
ENSG00000252179.1	0	0	0	0	0	0
ENSG00000252182.1	0	0	0	0	0	0
ENSG00000252183.1	0	0	0	0	0	0
ENSG00000252184.1	0	0	0	0	0	0
ENSG00000252185.1	0	0	0	0	0	0
ENSG00000252186.1	0	0	0	0	0	0
ENSG00000252188.1	0	0	0	0	0	0
ENSG00000252190.1	0	0	0	0	0	0
ENSG00000252191.1	0	0	0	0	0	0
ENSG00000252192.1	0	0	0	0	0	0
ENSG00000252193.1	0	0	0	0	0	0
ENSG00000252198.1	0	0	0	0	0	0
ENSG00000252199.1	0	0	0	0	0	0
ENSG00000252200.1	0	0	0	0	0	0
ENSG00000252202.1	0	0	0	0	0	0
ENSG00000252204.1	0	0	0	0	0	0
ENSG00000252205.1	0	0	0	0	0	0
ENSG00000252206.1	0	0	0	0	0	0
ENSG00000252207.1	0	0	0	0	0	0
ENSG00000252209.1	0	0	0	0	0	0
ENSG00000252210.1	0	0	0	0	0	0
ENSG00000252211.1	0	0	0	0	0	0
ENSG00000252212.1	0	0	0	0	0	0
ENSG00000252213.1	0	0	0	0	0	3
ENSG00000252214.1	0	0	0	0	0	0
ENSG00000252217.1	0	0	0	0	0	0
ENSG00000252218.1	0	0	0	0	0	0
ENSG00000252219.2	0	0	0	0	0	0
ENSG00000252220.1	0	0	0	0	0	0
ENSG00000252222.1	0	0	0	0	0	0
ENSG00000252223.1	0	0	0	0	0	0
ENSG00000252224.1	0	0	0	0	0	0
ENSG00000252225.1	0	0	0	0	0	0
ENSG00000252228.1	0	0	0	0	0	0
ENSG00000252230.1	0	0	0	0	0	0
ENSG00000252231.1	0	0	0	0	0	0
ENSG00000252233.1	0	1	0	0	0	0
ENSG00000252236.1	0	0	0	0	0	0
ENSG00000252237.1	0	0	0	0	0	0
ENSG00000252238.1	0	0	0	0	0	0
ENSG00000252239.2	0	0	0	0	0	0
ENSG00000252242.1	0	0	0	0	0	0
ENSG00000252243.1	0	0	0	0	0	0
ENSG00000252244.1	0	0	0	0	0	0
ENSG00000252246.1	0	0	0	0	0	0
ENSG00000252247.2	0	0	0	0	0	0
ENSG00000252249.1	0	0	0	0	0	0
ENSG00000252250.1	0	0	0	0	0	0
ENSG00000252252.1	0	0	0	0	0	0
ENSG00000252254.1	0	0	0	0	0	0
ENSG00000252255.1	0	0	0	0	0	0
ENSG00000252257.1	0	0	0	0	0	0
ENSG00000252258.1	0	0	0	0	0	0
ENSG00000252259.1	0	0	0	0	0	0
ENSG00000252260.1	0	0	0	0	0	0
ENSG00000252261.1	0	0	0	0	0	0
ENSG00000252262.1	0	0	0	0	0	0
ENSG00000252263.1	0	0	0	0	0	0
ENSG00000252264.1	0	0	0	0	0	0
ENSG00000252266.1	0	0	0	0	0	0
ENSG00000252267.1	0	0	0	0	0	0
ENSG00000252268.1	0	0	0	0	0	0
ENSG00000252269.1	0	0	0	0	0	0
ENSG00000252271.1	0	0	0	0	0	0
ENSG00000252272.1	0	0	0	0	0	0
ENSG00000252273.1	0	0	0	0	0	0
ENSG00000252274.1	0	0	0	0	0	0
ENSG00000252275.1	0	0	0	0	0	0
ENSG00000252277.1	0	0	0	0	0	0
ENSG00000252279.1	0	0	0	0	0	0
ENSG00000252282.1	0	0	0	0	0	0
ENSG00000252283.1	0	0	0	0	0	0
ENSG00000252284.1	0	0	0	0	0	0
ENSG00000252287.1	0	0	0	0	0	0
ENSG00000252288.1	0	0	0	0	0	0
ENSG00000252289.1	0	0	0	0	0	0
ENSG00000252290.1	0	0	0	0	0	0
ENSG00000252291.1	0	0	0	0	0	0
ENSG00000252292.1	0	0	0	0	0	0
ENSG00000252294.1	0	0	0	0	0	0
ENSG00000252296.2	0	0	0	0	0	0
ENSG00000252297.1	0	0	0	0	0	0
ENSG00000252301.1	0	0	0	0	0	0
ENSG00000252302.1	0	0	0	0	0	0
ENSG00000252303.2	0	0	0	0	0	0
ENSG00000252305.1	0	0	0	0	0	0
ENSG00000252307.1	0	0	0	0	0	0
ENSG00000252311.1	0	0	0	0	0	0
ENSG00000252312.1	0	0	0	0	0	0
ENSG00000252313.1	0	0	0	0	0	0
ENSG00000252315.1	0	0	0	0	0	0
ENSG00000252316.1	2	1	0	0	1	2
ENSG00000252317.1	0	0	0	0	0	0
ENSG00000252319.1	0	0	0	0	0	0
ENSG00000252320.1	0	0	0	0	0	0
ENSG00000252321.1	0	0	0	0	0	0
ENSG00000252322.1	2	0	0	0	0	0
ENSG00000252323.1	0	0	0	0	0	0
ENSG00000252325.1	0	0	0	0	0	0
ENSG00000252326.1	0	0	0	0	0	0
ENSG00000252328.1	0	0	0	0	0	0
ENSG00000252329.1	0	0	0	0	0	0
ENSG00000252332.1	0	0	0	0	0	0
ENSG00000252333.1	0	0	0	0	0	0
ENSG00000252334.1	0	0	0	0	0	0
ENSG00000252335.1	0	0	0	0	0	0
ENSG00000252336.1	0	0	0	0	0	0
ENSG00000252337.1	0	0	0	0	0	0
ENSG00000252338.1	0	0	0	0	0	0
ENSG00000252339.1	0	0	0	0	0	0
ENSG00000252341.1	0	0	0	0	0	0
ENSG00000252342.1	0	0	0	0	0	0
ENSG00000252343.1	0	0	0	0	0	0
ENSG00000252346.1	0	0	0	0	0	0
ENSG00000252347.1	0	0	0	0	0	0
ENSG00000252348.1	0	0	0	0	0	0
ENSG00000252349.1	0	0	0	0	0	0
ENSG00000252350.1	0	0	0	0	0	0
ENSG00000252351.1	0	0	0	0	0	0
ENSG00000252352.1	0	0	0	0	0	0
ENSG00000252353.1	0	0	0	0	0	0
ENSG00000252355.1	0	0	0	0	0	0
ENSG00000252357.1	0	0	0	0	0	0
ENSG00000252358.1	0	0	0	0	0	0
ENSG00000252361.1	0	0	0	0	0	0
ENSG00000252362.1	0	0	0	0	0	0
ENSG00000252363.1	0	0	0	0	0	0
ENSG00000252364.1	0	0	0	0	0	0
ENSG00000252366.1	0	0	0	0	0	0
ENSG00000252367.1	0	0	0	0	0	0
ENSG00000252368.1	0	0	0	0	0	0
ENSG00000252369.1	0	0	0	0	0	0
ENSG00000252370.1	0	0	0	0	0	0
ENSG00000252371.1	0	0	0	0	0	0
ENSG00000252373.1	0	0	0	0	0	0
ENSG00000252374.1	0	0	0	0	0	0
ENSG00000252376.1	0	0	0	0	0	0
ENSG00000252377.1	0	0	0	0	0	0
ENSG00000252379.2	0	0	0	0	0	0
ENSG00000252383.1	0	0	0	0	0	0
ENSG00000252385.1	0	0	0	0	0	0
ENSG00000252386.1	0	0	0	0	0	0
ENSG00000252390.1	0	0	0	0	0	0
ENSG00000252391.1	0	0	0	0	0	0
ENSG00000252393.1	0	0	0	0	0	0
ENSG00000252395.2	0	0	0	0	0	0
ENSG00000252396.1	0	0	0	0	0	0
ENSG00000252397.1	0	0	0	0	0	0
ENSG00000252398.1	0	0	0	0	0	0
ENSG00000252400.1	0	0	0	0	0	0
ENSG00000252401.1	0	0	0	0	0	0
ENSG00000252404.1	0	0	0	0	0	0
ENSG00000252407.1	0	0	0	0	0	0
ENSG00000252408.1	0	0	0	0	0	0
ENSG00000252409.1	0	0	0	0	0	0
ENSG00000252410.1	0	0	0	0	0	0
ENSG00000252411.1	0	0	0	0	0	0
ENSG00000252412.1	0	0	0	0	0	0
ENSG00000252413.1	0	0	0	0	0	0
ENSG00000252414.1	1	0	0	0	0	0
ENSG00000252415.1	0	0	0	0	0	0
ENSG00000252416.1	0	0	0	0	0	0
ENSG00000252417.1	0	0	0	0	0	0
ENSG00000252420.1	0	0	0	0	0	0
ENSG00000252421.1	0	0	0	0	0	0
ENSG00000252422.1	0	0	0	0	0	0
ENSG00000252423.1	0	0	0	0	0	0
ENSG00000252424.1	0	0	0	0	0	0
ENSG00000252425.1	0	0	0	0	0	0
ENSG00000252426.1	0	0	0	0	0	0
ENSG00000252427.1	0	0	0	0	0	0
ENSG00000252428.1	0	0	0	0	0	0
ENSG00000252429.2	0	0	0	0	0	0
ENSG00000252431.1	0	0	0	0	0	0
ENSG00000252433.1	0	0	0	0	0	0
ENSG00000252436.1	0	0	0	0	0	0
ENSG00000252437.1	0	0	0	0	0	0
ENSG00000252438.1	0	0	0	0	0	0
ENSG00000252441.1	0	0	0	0	0	0
ENSG00000252443.1	0	0	0	0	0	0
ENSG00000252444.1	0	0	0	0	0	0
ENSG00000252446.1	0	0	0	0	0	0
ENSG00000252448.1	0	0	0	0	0	0
ENSG00000252449.1	0	0	0	0	0	0
ENSG00000252450.1	0	0	0	0	0	0
ENSG00000252451.1	0	0	0	0	0	0
ENSG00000252452.1	0	0	0	0	0	0
ENSG00000252454.3	0	0	0	0	0	0
ENSG00000252456.1	0	0	0	0	0	0
ENSG00000252457.1	0	0	0	0	0	0
ENSG00000252458.1	0	0	0	0	0	0
ENSG00000252459.1	0	0	0	0	0	0
ENSG00000252460.1	0	0	0	0	0	0
ENSG00000252461.1	0	0	0	0	0	0
ENSG00000252462.1	0	0	0	0	0	0
ENSG00000252464.1	3	0	2	6	2	1
ENSG00000252466.1	0	0	0	0	0	0
ENSG00000252467.1	0	0	0	0	0	0
ENSG00000252468.1	0	0	0	0	0	0
ENSG00000252469.1	0	0	0	0	0	0
ENSG00000252470.1	0	0	0	0	0	0
ENSG00000252472.1	0	0	0	0	0	0
ENSG00000252473.1	0	0	0	0	0	0
ENSG00000252474.1	0	0	0	0	0	0
ENSG00000252475.1	0	0	0	0	0	0
ENSG00000252479.1	0	0	0	0	0	0
ENSG00000252480.1	0	0	0	0	0	0
ENSG00000252481.1	0	0	0	0	0	0
ENSG00000252482.1	0	0	0	0	0	0
ENSG00000252483.1	0	0	0	0	0	0
ENSG00000252484.1	0	0	0	0	0	0
ENSG00000252485.1	0	0	0	0	0	0
ENSG00000252486.1	0	0	0	0	0	0
ENSG00000252487.1	0	0	0	0	0	0
ENSG00000252489.1	0	0	0	0	0	0
ENSG00000252490.1	0	0	0	0	0	0
ENSG00000252491.1	0	0	0	0	0	0
ENSG00000252494.1	0	0	0	0	0	0
ENSG00000252496.1	0	0	0	0	0	0
ENSG00000252497.1	0	0	0	0	0	0
ENSG00000252498.1	0	0	0	0	0	0
ENSG00000252499.1	0	0	0	0	0	0
ENSG00000252501.1	0	0	0	0	0	0
ENSG00000252503.1	0	0	0	0	0	0
ENSG00000252505.1	0	0	0	0	0	0
ENSG00000252506.1	0	0	0	0	0	0
ENSG00000252507.1	0	0	0	0	0	0
ENSG00000252508.1	0	0	0	0	0	0
ENSG00000252509.1	0	0	0	0	0	0
ENSG00000252510.1	0	0	0	0	0	0
ENSG00000252512.1	0	0	0	0	0	0
ENSG00000252513.1	0	0	0	0	0	0
ENSG00000252514.1	0	0	0	0	0	0
ENSG00000252515.2	0	0	0	0	0	0
ENSG00000252516.1	0	0	0	0	0	0
ENSG00000252517.1	0	0	0	0	0	0
ENSG00000252519.1	0	0	0	0	0	0
ENSG00000252521.1	0	0	0	0	0	0
ENSG00000252523.1	0	0	0	0	0	0
ENSG00000252524.1	0	0	0	0	0	0
ENSG00000252526.1	0	0	0	0	0	0
ENSG00000252530.1	0	0	0	0	0	0
ENSG00000252532.1	0	0	0	0	0	0
ENSG00000252533.1	0	0	0	0	0	0
ENSG00000252534.1	0	0	0	0	0	0
ENSG00000252535.1	0	0	0	0	0	0
ENSG00000252537.1	0	0	0	0	0	0
ENSG00000252539.1	0	0	0	0	0	0
ENSG00000252540.1	0	0	0	0	0	0
ENSG00000252542.1	0	0	0	0	0	0
ENSG00000252544.1	0	0	0	0	0	0
ENSG00000252545.1	0	0	0	0	0	0
ENSG00000252546.1	0	0	0	0	0	0
ENSG00000252548.1	0	0	0	0	0	0
ENSG00000252549.1	0	0	0	0	0	0
ENSG00000252550.1	0	0	0	0	0	0
ENSG00000252552.1	0	0	0	0	0	0
ENSG00000252553.1	0	0	0	0	0	0
ENSG00000252554.1	0	0	0	0	0	0
ENSG00000252555.1	0	0	0	0	0	0
ENSG00000252556.1	0	0	0	0	0	0
ENSG00000252558.1	0	0	0	0	0	0
ENSG00000252560.1	0	0	0	0	0	0
ENSG00000252561.1	0	0	0	0	0	0
ENSG00000252562.1	0	0	0	0	0	0
ENSG00000252563.1	0	0	0	0	0	0
ENSG00000252568.1	0	0	0	0	0	0
ENSG00000252569.1	0	0	0	0	0	0
ENSG00000252574.2	0	0	0	0	0	0
ENSG00000252577.1	0	3	1	1	1	0
ENSG00000252578.1	0	0	0	0	0	0
ENSG00000252580.1	0	0	0	0	0	0
ENSG00000252581.1	0	0	0	0	0	0
ENSG00000252582.1	0	0	0	0	0	0
ENSG00000252583.2	0	0	0	0	0	0
ENSG00000252585.1	0	0	0	0	0	0
ENSG00000252587.1	0	0	0	0	0	0
ENSG00000252590.1	0	0	0	0	0	0
ENSG00000252591.1	0	0	0	0	0	0
ENSG00000252593.1	0	0	0	0	0	0
ENSG00000252594.1	0	0	0	0	0	0
ENSG00000252595.1	0	0	0	0	0	0
ENSG00000252597.1	0	0	0	0	0	0
ENSG00000252598.1	0	0	0	0	0	0
ENSG00000252599.1	0	0	0	0	0	0
ENSG00000252601.1	0	0	0	0	0	0
ENSG00000252603.1	0	0	0	0	0	0
ENSG00000252604.1	0	0	0	0	0	0
ENSG00000252606.1	0	0	0	0	0	0
ENSG00000252607.1	0	0	0	0	0	0
ENSG00000252608.1	0	0	0	0	0	0
ENSG00000252611.1	0	0	0	0	0	0
ENSG00000252612.1	0	0	0	0	0	0
ENSG00000252614.1	0	0	0	0	0	0
ENSG00000252615.1	0	0	0	0	0	0
ENSG00000252618.1	0	0	0	0	0	0
ENSG00000252619.1	0	0	0	0	0	0
ENSG00000252620.1	0	0	0	0	0	0
ENSG00000252621.1	0	0	0	0	0	0
ENSG00000252622.1	0	0	0	0	0	0
ENSG00000252623.1	0	0	0	0	0	0
ENSG00000252624.1	0	0	0	0	0	0
ENSG00000252625.1	0	0	0	0	0	0
ENSG00000252626.1	0	0	0	0	0	0
ENSG00000252627.1	0	0	0	0	0	0
ENSG00000252628.2	0	0	0	0	0	0
ENSG00000252633.1	0	0	0	0	0	0
ENSG00000252634.1	0	0	0	0	0	0
ENSG00000252635.1	0	0	0	0	0	0
ENSG00000252636.1	0	0	0	0	0	0
ENSG00000252637.1	0	0	0	0	0	0
ENSG00000252639.1	0	0	0	0	0	0
ENSG00000252640.1	0	0	0	0	0	0
ENSG00000252641.2	0	0	0	0	0	0
ENSG00000252642.1	0	0	0	0	0	0
ENSG00000252643.1	0	0	0	0	0	0
ENSG00000252644.1	0	0	0	0	0	0
ENSG00000252645.1	0	0	0	0	0	0
ENSG00000252647.1	0	0	0	0	0	0
ENSG00000252649.1	0	0	0	0	0	0
ENSG00000252650.1	0	0	0	0	0	0
ENSG00000252651.1	0	0	0	0	0	0
ENSG00000252652.1	0	0	0	0	0	0
ENSG00000252653.1	0	0	0	0	0	0
ENSG00000252654.1	0	0	0	0	0	0
ENSG00000252655.1	0	0	0	0	0	0
ENSG00000252656.1	0	0	0	0	0	0
ENSG00000252657.1	0	0	0	0	0	0
ENSG00000252658.1	0	0	0	0	0	0
ENSG00000252659.1	0	0	0	0	0	0
ENSG00000252660.1	0	0	0	0	0	0
ENSG00000252661.1	0	0	0	0	0	0
ENSG00000252667.1	0	0	0	0	0	0
ENSG00000252671.1	0	0	0	0	0	0
ENSG00000252673.1	0	0	0	0	0	0
ENSG00000252674.1	0	0	0	0	0	0
ENSG00000252677.1	0	0	0	0	0	0
ENSG00000252680.1	0	0	0	0	0	0
ENSG00000252681.1	0	0	0	0	0	0
ENSG00000252682.1	0	0	0	0	0	0
ENSG00000252684.1	0	0	0	0	0	0
ENSG00000252685.1	0	0	0	0	0	0
ENSG00000252686.1	0	0	0	0	0	0
ENSG00000252688.1	0	0	0	0	0	0
ENSG00000252689.1	0	0	0	0	0	0
ENSG00000252690.3	370	246	242	247	199	347
ENSG00000252691.1	0	0	0	0	0	0
ENSG00000252692.1	0	0	0	0	0	0
ENSG00000252693.1	0	0	0	0	0	0
ENSG00000252695.1	0	0	0	0	0	0
ENSG00000252696.1	0	0	0	0	0	0
ENSG00000252697.1	0	0	0	0	0	0
ENSG00000252699.1	0	0	0	0	0	0
ENSG00000252700.1	0	0	0	0	0	0
ENSG00000252704.1	0	0	0	0	0	0
ENSG00000252705.1	0	0	0	0	0	0
ENSG00000252707.1	0	0	0	0	0	0
ENSG00000252710.1	0	0	0	0	0	0
ENSG00000252711.1	0	0	0	0	1	0
ENSG00000252712.1	0	0	0	0	0	0
ENSG00000252713.1	0	0	0	0	0	0
ENSG00000252714.1	0	0	0	0	0	0
ENSG00000252716.1	0	0	0	0	0	0
ENSG00000252717.1	0	0	0	0	0	0
ENSG00000252718.1	0	0	0	0	0	0
ENSG00000252719.1	0	0	0	0	0	0
ENSG00000252720.1	0	0	0	0	0	0
ENSG00000252721.1	0	0	0	0	0	0
ENSG00000252722.1	0	0	0	0	0	0
ENSG00000252723.2	0	0	0	0	0	0
ENSG00000252724.1	0	0	0	0	0	0
ENSG00000252725.1	0	0	0	0	0	0
ENSG00000252726.1	0	0	0	0	0	0
ENSG00000252727.1	0	0	0	0	0	0
ENSG00000252729.1	0	0	0	0	0	0
ENSG00000252734.1	0	0	0	0	0	0
ENSG00000252735.1	0	0	0	0	0	0
ENSG00000252739.1	0	0	0	0	0	0
ENSG00000252742.1	0	0	0	0	0	0
ENSG00000252743.1	0	0	0	0	0	0
ENSG00000252744.1	0	0	0	0	0	0
ENSG00000252745.1	0	0	0	0	0	0
ENSG00000252746.1	0	0	0	0	0	0
ENSG00000252747.1	0	0	0	0	0	0
ENSG00000252749.1	0	0	0	0	0	0
ENSG00000252750.1	0	0	0	0	0	0
ENSG00000252751.1	0	0	0	0	0	0
ENSG00000252752.1	0	0	0	0	0	0
ENSG00000252755.1	0	0	0	0	0	0
ENSG00000252756.1	0	0	0	0	0	0
ENSG00000252757.1	0	0	0	0	0	1
ENSG00000252758.1	0	0	0	0	0	0
ENSG00000252759.1	0	0	0	0	0	0
ENSG00000252760.1	0	0	0	0	0	0
ENSG00000252761.1	0	0	0	0	0	0
ENSG00000252762.1	0	0	0	0	0	0
ENSG00000252763.1	0	0	0	0	0	0
ENSG00000252764.1	0	0	0	0	0	0
ENSG00000252765.1	0	0	0	0	0	0
ENSG00000252766.1	0	0	0	0	0	0
ENSG00000252767.1	0	0	0	0	0	0
ENSG00000252768.1	0	0	0	0	0	0
ENSG00000252769.1	0	0	0	0	0	0
ENSG00000252770.1	0	0	0	0	0	0
ENSG00000252772.1	0	0	0	0	0	0
ENSG00000252774.1	0	0	0	0	0	0
ENSG00000252776.1	0	0	0	0	0	0
ENSG00000252777.1	0	0	0	0	0	0
ENSG00000252778.1	0	0	0	0	0	0
ENSG00000252779.1	0	0	0	0	0	0
ENSG00000252780.1	0	0	0	0	0	0
ENSG00000252782.1	0	0	0	0	0	0
ENSG00000252783.1	0	0	0	0	0	0
ENSG00000252784.1	0	0	0	0	0	0
ENSG00000252787.2	0	0	0	0	0	0
ENSG00000252794.1	0	0	0	0	0	0
ENSG00000252795.1	0	0	0	0	0	0
ENSG00000252796.1	0	0	0	0	0	0
ENSG00000252797.1	0	0	0	0	0	0
ENSG00000252798.1	0	0	0	0	0	0
ENSG00000252800.1	0	0	0	0	0	0
ENSG00000252802.1	0	0	0	0	0	0
ENSG00000252804.1	0	0	0	0	0	0
ENSG00000252806.1	0	0	0	0	0	0
ENSG00000252807.1	0	0	0	0	0	0
ENSG00000252810.1	0	0	0	0	0	0
ENSG00000252812.1	0	0	0	0	0	0
ENSG00000252814.1	0	0	0	0	0	0
ENSG00000252815.1	0	0	0	0	0	0
ENSG00000252816.1	0	0	0	0	0	0
ENSG00000252820.1	0	0	0	0	0	0
ENSG00000252821.1	0	0	0	0	0	0
ENSG00000252822.1	0	0	0	0	0	0
ENSG00000252823.1	0	0	0	0	0	0
ENSG00000252824.1	0	0	0	0	0	0
ENSG00000252826.1	0	0	0	0	0	0
ENSG00000252827.1	0	0	0	0	0	0
ENSG00000252828.1	0	0	0	0	0	0
ENSG00000252830.2	0	0	0	0	0	0
ENSG00000252832.1	0	0	0	0	0	0
ENSG00000252833.1	0	0	0	0	0	0
ENSG00000252835.1	4	1	0	2	1	0
ENSG00000252837.1	0	0	0	0	0	0
ENSG00000252839.1	0	0	0	0	0	0
ENSG00000252840.1	0	0	0	0	0	0
ENSG00000252845.1	0	0	0	0	0	0
ENSG00000252847.1	0	0	0	0	0	0
ENSG00000252848.1	0	0	0	0	0	0
ENSG00000252850.1	0	0	0	0	0	0
ENSG00000252852.1	0	0	0	0	0	0
ENSG00000252854.1	0	0	0	0	0	0
ENSG00000252856.1	0	0	0	0	0	0
ENSG00000252857.1	0	0	0	0	0	0
ENSG00000252858.1	0	0	0	0	0	0
ENSG00000252859.1	0	0	0	0	0	0
ENSG00000252860.1	0	0	0	0	0	0
ENSG00000252861.1	0	0	0	0	0	0
ENSG00000252863.1	0	0	0	0	0	0
ENSG00000252864.1	0	0	0	0	0	0
ENSG00000252866.1	0	0	0	0	0	0
ENSG00000252867.1	0	0	0	0	0	0
ENSG00000252868.1	0	0	0	0	0	0
ENSG00000252870.1	0	0	0	0	0	0
ENSG00000252872.1	0	0	0	0	0	0
ENSG00000252874.2	0	0	0	0	0	0
ENSG00000252877.1	0	0	0	0	0	0
ENSG00000252879.1	0	0	0	0	0	0
ENSG00000252881.1	0	0	0	0	0	0
ENSG00000252882.1	0	0	0	0	0	0
ENSG00000252884.1	0	0	0	0	0	0
ENSG00000252886.1	0	0	0	0	0	0
ENSG00000252887.1	0	0	0	0	0	0
ENSG00000252888.1	0	0	0	0	0	0
ENSG00000252889.1	0	0	0	0	0	0
ENSG00000252890.1	0	0	0	0	0	0
ENSG00000252891.1	0	0	0	0	0	0
ENSG00000252892.1	0	0	0	0	0	0
ENSG00000252894.2	0	0	0	0	0	0
ENSG00000252897.1	0	0	0	0	0	0
ENSG00000252898.1	0	0	0	0	0	0
ENSG00000252900.1	0	0	0	0	0	0
ENSG00000252902.1	0	0	0	0	0	0
ENSG00000252903.2	0	0	0	0	0	0
ENSG00000252904.1	0	0	0	0	0	0
ENSG00000252905.1	0	0	0	0	0	0
ENSG00000252906.1	0	0	0	1	0	0
ENSG00000252908.1	0	0	0	0	0	0
ENSG00000252909.1	0	0	0	0	0	0
ENSG00000252913.1	0	0	0	0	0	0
ENSG00000252914.1	0	0	0	0	0	0
ENSG00000252915.1	0	0	0	0	0	0
ENSG00000252916.1	0	0	0	0	0	0
ENSG00000252917.1	0	0	0	0	0	0
ENSG00000252919.1	0	0	0	0	0	0
ENSG00000252920.1	0	0	0	0	0	0
ENSG00000252922.1	0	0	0	0	0	0
ENSG00000252923.1	0	0	0	0	0	0
ENSG00000252927.1	0	0	0	0	0	0
ENSG00000252928.1	0	0	0	0	0	0
ENSG00000252929.1	0	0	0	0	0	0
ENSG00000252930.1	0	0	0	0	0	0
ENSG00000252931.1	0	0	0	0	0	0
ENSG00000252933.1	0	0	0	0	0	0
ENSG00000252934.1	0	0	0	0	0	0
ENSG00000252935.1	0	0	0	0	0	0
ENSG00000252936.1	0	0	0	0	0	0
ENSG00000252937.1	0	0	0	0	0	0
ENSG00000252941.1	0	0	0	0	0	0
ENSG00000252942.1	0	0	0	0	0	0
ENSG00000252943.1	0	0	0	0	0	0
ENSG00000252944.1	0	0	0	0	0	0
ENSG00000252945.1	0	0	0	0	0	0
ENSG00000252947.1	1	0	2	3	1	2
ENSG00000252948.1	0	0	0	0	0	0
ENSG00000252950.1	0	0	0	0	0	0
ENSG00000252951.1	0	0	0	0	0	0
ENSG00000252952.1	0	0	0	0	0	0
ENSG00000252953.1	0	0	0	0	0	0
ENSG00000252955.1	0	0	0	0	0	0
ENSG00000252956.1	0	0	0	0	0	0
ENSG00000252957.1	0	0	0	0	0	0
ENSG00000252959.1	0	0	0	0	0	0
ENSG00000252960.1	0	0	0	0	0	0
ENSG00000252962.1	0	0	0	0	0	0
ENSG00000252963.1	0	0	0	0	0	0
ENSG00000252964.1	0	0	0	0	0	0
ENSG00000252965.1	0	0	0	0	0	0
ENSG00000252969.1	0	0	0	0	0	0
ENSG00000252970.1	0	0	0	0	0	0
ENSG00000252971.1	0	0	0	0	0	0
ENSG00000252973.1	0	0	0	0	0	0
ENSG00000252975.1	0	0	0	0	0	0
ENSG00000252977.1	0	0	0	0	0	0
ENSG00000252978.1	0	0	0	0	0	0
ENSG00000252979.1	0	0	0	0	0	0
ENSG00000252980.1	0	0	0	0	0	0
ENSG00000252982.1	0	0	0	0	0	0
ENSG00000252983.1	0	0	0	0	0	0
ENSG00000252984.1	0	0	0	0	0	0
ENSG00000252985.1	0	0	0	0	0	0
ENSG00000252987.1	0	0	0	0	0	0
ENSG00000252988.1	0	0	0	0	0	0
ENSG00000252989.1	0	0	0	0	0	0
ENSG00000252990.1	0	0	0	0	0	0
ENSG00000252991.1	0	0	0	0	0	0
ENSG00000252992.1	0	0	0	0	0	0
ENSG00000252993.1	0	0	0	0	0	0
ENSG00000252994.1	0	0	0	0	0	0
ENSG00000252995.1	0	0	0	0	0	0
ENSG00000252996.1	0	0	0	0	0	0
ENSG00000252998.1	0	0	0	0	0	0
ENSG00000252999.1	0	0	0	0	0	0
ENSG00000253000.1	0	0	0	0	0	0
ENSG00000253001.1	0	0	0	0	0	0
ENSG00000253003.1	0	0	0	0	0	0
ENSG00000253005.1	0	0	0	0	0	0
ENSG00000253006.1	0	0	0	0	0	0
ENSG00000253007.2	0	0	0	0	0	0
ENSG00000253008.2	0	0	0	0	0	0
ENSG00000253010.1	0	0	0	0	0	0
ENSG00000253013.1	0	0	0	0	0	0
ENSG00000253015.1	0	0	0	0	0	0
ENSG00000253016.1	0	0	0	0	0	0
ENSG00000253019.1	0	0	0	0	0	0
ENSG00000253020.2	0	0	0	0	0	0
ENSG00000253021.1	0	0	0	0	0	0
ENSG00000253022.1	0	0	0	0	0	0
ENSG00000253023.1	0	0	0	0	0	0
ENSG00000253024.1	0	0	0	0	0	0
ENSG00000253025.1	0	0	0	0	0	0
ENSG00000253026.1	0	0	0	0	0	0
ENSG00000253027.1	0	0	0	0	0	0
ENSG00000253028.1	0	0	0	0	0	0
ENSG00000253030.1	0	0	0	0	0	0
ENSG00000253031.1	0	0	0	0	0	0
ENSG00000253032.1	0	0	0	0	0	0
ENSG00000253035.1	0	0	0	0	0	0
ENSG00000253038.1	0	0	0	0	0	0
ENSG00000253039.1	0	0	0	0	0	0
ENSG00000253040.1	0	0	0	0	0	0
ENSG00000253041.1	0	0	0	0	0	0
ENSG00000253042.1	0	0	0	0	0	0
ENSG00000253043.1	0	0	0	0	0	0
